"Household Name","Donation ID","Account ID","Shopping Cart ID","Campaign ID","Donation Amount","Donation Date","Account Type","Donation Type","Individual Type","Tribute Type","Donation Status","Payment Status","Full Name (F)","Company Name","City","Address Line 1","State/Province","Zip Code","Campaign Name","Purpose","Fund","Tender Type","Tribute Full Name (F)","DAFpay Advisor Account ID","DAFpay Advisor Account Name","DAFpay Grant ID","DAFpay Note","DAFpay Status","Deceased","Do Not Contact",
"","7678","37837","31746","56","250.00","08/02/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Richard Bump","Cambridge Antiques Center","Cambridge","30 West Main St","NY","12816","Corp Fund Drive-2019-2020","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","10324","37837","40150","110","250.00","12/29/2023","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Richard Bump","Cambridge Antiques Center","Cambridge","30 West Main St","NY","12816","Corp Fund Drive-2023-2024","","","Check","","","","","","","No","No",
"","5353","40038","19810","26","250.00","07/11/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Vince Canini","Cambridge Central School District","Cambridge","58 South Park St.","NY","12816","Misc Donation","Cambridge 150th Art Banners","Main St Art Project","Check","","","","","","","No","Yes",
"","5218","39989","19325","26","250.00","05/18/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Sara Diane Nolan","Cambridge Country Kids 4-H Club","Hudson Falls","415 Lower Main St.","NY","12839","Misc Donation","Cambridge 150th Art Banners","Main St Art Project","Check","","","","","","","No","Yes",
"","5243","39993","19365","26","250.00","05/20/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kelly  Toleman","Cambridge Faculty Association","Cambridge","24 South Park St.","NY","12816","Misc Donation","Cambridge 150th Art Banners","Main St Art Project","Check","","","","","","","No","Yes",
"","11277","45294","43368","116","150.00","05/15/2025","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Sue Lamberti","Cambridge Flower Shop, LLC","Cambridge","1 Park Place","NY","12816","Corporate Fund Drive Playbill  25/26 Season","","Playbill Ad","Check","","","","","","","No","No",
"","10544","45294","40951","112","150.00","05/29/2024","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Sue Lamberti","Cambridge Flower Shop, LLC","Cambridge","1 Park Place","NY","12816","Corporate Fund Drive Playbill 24/25 Season","","Playbill Ad","Check","","","","","","","No","No",
"","5237","37840","19359","35","250.00","05/20/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kathleen Quinn","Cambridge Food Co-op","Cambridge","1 West Main St","NY","12816","Corporate Misc.Donation","Cambridge 150th Art Banners","Main St Art Project","Check","","","","","","","No","No",
"","5583","37840","21097","32","450.00","11/03/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kathleen Quinn","Cambridge Food Co-op","Cambridge","1 West Main St","NY","12816","Corp Fund Drive-2016-2017","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","7304","37840","29944","46","130.00","03/05/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kathleen Quinn","Cambridge Food Co-op","Cambridge","1 West Main St","NY","12816","Misc.Donation/Campus Use","","Individual Campus Use","Cash","","","","","","","No","No",
"","4883","37840","17710","26","60.00","12/02/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kathleen Quinn","Cambridge Food Co-op","Cambridge","1 West Main St","NY","12816","Misc Donation","","Individual Campus Use","Check","","","","","","","No","No",
"","4232","37840","14267","18","300.00","05/01/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Cambridge Food Co-op","","","","","Corp Fund Drive-2014-2015","","Playbill Ad","Check","","","","","","","No","No",
"","4524","37840","15690","25","400.00","06/16/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kathleen Quinn","Cambridge Food Co-op","Cambridge","1 West Main St","NY","12816","Corp Fund Drive-2015-2016","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","6498","37840","25608","38","250.00","11/07/2017","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kathleen Quinn","Cambridge Food Co-op","Cambridge","1 West Main St","NY","12816","Corp Fund Drive-2017-2018","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","3921","37840","12675","","30.00","09/12/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kathleen Quinn","Cambridge Food Co-op","Cambridge","1 West Main St","NY","12816","","","","Cash","","","","","","","No","No",
"","6919","37840","27759","51","250.00","06/22/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kathleen Quinn","Cambridge Food Co-op","Cambridge","1 West Main St","NY","12816","Corp Fund Drive-2018-2019","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","7548","37840","31071","56","250.00","06/06/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kathleen Quinn","Cambridge Food Co-op","Cambridge","1 West Main St","NY","12816","Corp Fund Drive-2019-2020","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","8526","43040","34654","61","450.00","12/29/2020","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Clayton Hill Erickson","Cambridge Gym Association","Cambridge ","15 West Main St. ","NY","12816","Corp Fund Drive-2020-2021","","Corporate/Organization","Check","","","","","","","No","Yes",
"","6831","37845","27203","46","40.00","05/09/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kathy Grant","Cambridge Historical Society & Museum","Cambridge","12 Broad St","NY","12816","Misc.Donation/Campus Use","","Individual Campus Use","Check","","","","","","","No","No",
"","6858","37845","27281","51","250.00","05/01/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Kathy Grant","Cambridge Historical Society & Museum","Cambridge","12 Broad St","NY","12816","Corp Fund Drive-2018-2019","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","11379","37845","43483","46","200.00","06/04/2025","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Katherine McKie","Cambridge Historical Society & Museum","Cambridge","12 Broad St","NY","12816","Misc.Donation/Campus Use","","","Cash","","","","","","","No","No",
"","8737","34730","35073","64","1.20","06/13/2021","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Misc. Donation - CC Processing Fees","","","Credit Card (Neon)","","","","","","","No","Yes",
"","4858","34730","17590","25","200.00","11/19/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Corp Fund Drive-2015-2016","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","Yes",
"","10452","34730","40695","39","10.00","03/23/2024","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Misc.Donation/Event Purchase","","","Credit Card (Neon)","","","","","","","No","Yes",
"","11124","34730","42752","39","120.00","02/13/2025","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Misc.Donation/Event Purchase","","","E-Check/ACH","","","","","","","No","Yes",
"","4158","34730","14131","","3.00","01/24/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Cambridge Lantern Works & Copper Trout Gallery","","","","","","","","Credit Card (Neon)","","","","","","","No","Yes",
"","11197","34730","43153","26","1.35","04/05/2025","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Misc Donation","","","Credit Card (Neon)","","","","","","","No","Yes",
"","7732","34730","31863","56","150.00","08/22/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Corp Fund Drive-2019-2020","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","Yes",
"","5318","34730","19675","35","250.00","06/17/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Corporate Misc.Donation","Cambridge 150th Art Banners","Main St Art Project","Check","","","","","","","No","Yes",
"","5319","34730","19675","32","125.00","06/17/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Corp Fund Drive-2016-2017","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","Yes",
"","2520","34730","7643","12","300.00","07/29/2011","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Cambridge Lantern Works & Copper Trout Gallery","","","","","Corp Fund Drive-2011-2012","Opera","Playbill Ad","Check","","","","","","","No","Yes",
"","4233","34730","14268","18","100.00","07/30/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Cambridge Lantern Works & Copper Trout Gallery","","","","","Corp Fund Drive-2014-2015","","Playbill Ad","Check","","","","","","","No","Yes",
"","3710","34730","11013","14","300.00","09/13/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Cambridge Lantern Works & Copper Trout Gallery","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","Yes",
"","8641","34730","34790","64","3.59","03/15/2021","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Misc. Donation - CC Processing Fees","","","Credit Card (Neon)","","","","","","","No","Yes",
"","8086","34730","33601","61","150.00","04/09/2020","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Corp Fund Drive-2020-2021","","Sponsorship","Check","","","","","","","No","Yes",
"","3032","34730","8155","13","500.00","08/31/2012","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Cambridge Lantern Works & Copper Trout Gallery","","","","","Corp Fund Drive-2012-2013","Opera","Playbill Ad","Check","","","","","","","No","Yes",
"","6735","34730","26678","51","150.00","03/13/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Corp Fund Drive-2018-2019","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","Yes",
"","6065","34730","23314","38","250.00","05/25/2017","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Corp Fund Drive-2017-2018","","Playbill Ad","Check","","","","","","","No","Yes",
"","8246","34730","34016","39","20.00","08/08/2020","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Misc.Donation/Event Purchase","","Individual","Credit Card (Neon)","","","","","","","No","Yes",
"","4310","34730","14505","18","100.00","07/30/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Corp Fund Drive-2014-2015","ReUnion 2014","Playbill Ad","Check","","","","","","","No","Yes",
"","3333","34730","9365","11","100.00","11/04/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Nancy Clark Krauss","Cambridge Lantern Works & Copper Trout Gallery","Cambridge","1163 State Rt 313","NY","12816","Annual Fund Drive - 2013-2014","","Individual Annual Fund","Check","","","","","","","No","Yes",
"","5569","40251","21037","35","250.00","11/09/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","James Griffith","Cambridge Lions Club","Cambridge","PO Box 292","NY","12816","Corporate Misc.Donation","Cambridge 150th Art Banners","Main St Art Project","Check","","","","","","","No","Yes",
"","5285","40012","19542","26","250.00","06/01/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Christy Toleman","Cambridge Pee Wee Football","Cambridge","7 Driscoll Way","NY","12816","Misc Donation","Cambridge 150th Art Banners","Main St Art Project","Check","","","","","","","No","Yes",
"","5251","40007","19437","35","250.00","05/25/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Sara Kelly","Cambridge Valley Chamber of Commerce","Cambridge","PO Box 405","NY","12816","Corporate Misc.Donation","Cambridge 150th Art Banners","Main St Art Project","Check","","","","","","","No","No",
"","6887","40007","27435","51","150.00","05/25/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Sara Kelly","Cambridge Valley Chamber of Commerce","Cambridge","PO Box 405","NY","12816","Corp Fund Drive-2018-2019","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","7698","40007","31816","56","150.00","08/14/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Sara Kelly","Cambridge Valley Chamber of Commerce","Cambridge","PO Box 405","NY","12816","Corp Fund Drive-2019-2020","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","3711","35056","11014","14","500.00","06/13/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Cambridge Valley Machining","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","No",
"","5282","35056","19535","32","450.00","06/01/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Don Schneider","Cambridge Valley Machining","Cambridge","Perry Lane","NY","12816","Corp Fund Drive-2016-2017","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","4234","35056","14269","18","1000.00","05/01/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Cambridge Valley Machining","","","","","Corp Fund Drive-2014-2015","","Playbill Ad","Check","","","","","","","No","No",
"","4729","35056","16971","25","400.00","09/18/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Don Schneider","Cambridge Valley Machining","Cambridge","Perry Lane","NY","12816","Corp Fund Drive-2015-2016","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","5238","37856","19360","32","250.00","05/20/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanne Farriello","Cambridge Valley Veterinary Hospital PLLC","Cambridge","4 McMillan Rd.","NY","12816","Corp Fund Drive-2016-2017","","Playbill Ad","Check","","","","","","","No","No",
"","6157","37856","23797","38","250.00","07/25/2017","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanne Farriello","Cambridge Valley Veterinary Hospital PLLC","Cambridge","4 McMillan Rd.","NY","12816","Corp Fund Drive-2017-2018","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","4235","37856","14270","18","300.00","05/16/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Cambridge Valley Veterinary Hospital PLLC","","","","","Corp Fund Drive-2014-2015","","Playbill Ad","Check","","","","","","","No","No",
"","8125","37856","33653","61","250.00","03/06/2020","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanne Farriello","Cambridge Valley Veterinary Hospital PLLC","Cambridge","4 McMillan Rd.","NY","12816","Corp Fund Drive-2020-2021","","Sponsorship","Check","","","","","","","No","No",
"","4433","37856","15301","25","200.00","05/14/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanne Farriello","Cambridge Valley Veterinary Hospital PLLC","Cambridge","4 McMillan Rd.","NY","12816","Corp Fund Drive-2015-2016","","Playbill Ad","Check","","","","","","","No","No",
"","6753","37856","26723","51","250.00","03/22/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanne Farriello","Cambridge Valley Veterinary Hospital PLLC","Cambridge","4 McMillan Rd.","NY","12816","Corp Fund Drive-2018-2019","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","11267","37856","43355","116","250.00","05/12/2025","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanne Farriello","Cambridge Valley Veterinary Hospital PLLC","Cambridge","4 McMillan Rd.","NY","12816","Corporate Fund Drive Playbill  25/26 Season","","Playbill Ad","Check","","","","","","","No","No",
"","8979","37856","35813","67","250.00","12/07/2021","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanne Farriello","Cambridge Valley Veterinary Hospital PLLC","Cambridge","4 McMillan Rd.","NY","12816","Corp Fund Drive-2021-2022","","","Check","","","","","","","No","No",
"","10482","37856","40781","112","250.00","04/26/2024","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanne Farriello","Cambridge Valley Veterinary Hospital PLLC","Cambridge","4 McMillan Rd.","NY","12816","Corporate Fund Drive Playbill 24/25 Season","","Playbill Ad","Check","","","","","","","No","No",
"","10284","37856","40090","110","250.00","12/15/2023","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanne Farriello","Cambridge Valley Veterinary Hospital PLLC","Cambridge","4 McMillan Rd.","NY","12816","Corp Fund Drive-2023-2024","","","Check","","","","","","","No","No",
"","9687","37856","37827","99","250.00","12/15/2022","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanne Farriello","Cambridge Valley Veterinary Hospital PLLC","Cambridge","4 McMillan Rd.","NY","12816","Corp Fund Drive-2022-2023","","","Check","","","","","","","No","No",
"","3624","37856","10919","12","500.00","07/03/2011","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Cambridge Valley Veterinary Hospital PLLC","","","","","Corp Fund Drive-2011-2012","","Playbill Ad","Check","","","","","","","No","No",
"","7545","37856","31065","56","250.00","05/30/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanne Farriello","Cambridge Valley Veterinary Hospital PLLC","Cambridge","4 McMillan Rd.","NY","12816","Corp Fund Drive-2019-2020","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","10286","39129","40092","110","250.00","12/15/2023","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Byron Peregrim","Cambridge Village Market (BHP Supermarket Inc.)","Cambridge","35 West Main St.","NY","12816","Corp Fund Drive-2023-2024","","","Check","","","","","","","No","No",
"","10501","39129","40832","112","150.00","05/06/2024","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Byron Peregrim","Cambridge Village Market (BHP Supermarket Inc.)","Cambridge","35 West Main St.","NY","12816","Corporate Fund Drive Playbill 24/25 Season","","Playbill Ad","Check","","","","","","","No","No",
"","5307","39129","19616","35","250.00","06/14/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Byron Peregrim","Cambridge Village Market (BHP Supermarket Inc.)","Cambridge","35 West Main St.","NY","12816","Corporate Misc.Donation","Cambridge 150th Art Banners","Main St Art Project","Check","","","","","","","No","No",
"","9659","39129","37799","99","125.00","12/09/2022","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Byron Peregrim","Cambridge Village Market (BHP Supermarket Inc.)","Cambridge","35 West Main St.","NY","12816","Corp Fund Drive-2022-2023","","","Check","","","","","","","No","No",
"","7568","39129","31175","56","250.00","06/13/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Byron Peregrim","Cambridge Village Market (BHP Supermarket Inc.)","Cambridge","35 West Main St.","NY","12816","Corp Fund Drive-2019-2020","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","8971","39129","35805","67","150.00","12/07/2021","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Byron Peregrim","Cambridge Village Market (BHP Supermarket Inc.)","Cambridge","35 West Main St.","NY","12816","Corp Fund Drive-2021-2022","","","Check","","","","","","","No","No",
"","4359","39129","14992","25","400.00","04/09/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Byron Peregrim","Cambridge Village Market (BHP Supermarket Inc.)","Cambridge","35 West Main St.","NY","12816","Corp Fund Drive-2015-2016","","Playbill Ad","Check","","","","","","","No","No",
"","8490","39129","34594","61","150.00","12/18/2020","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Byron Peregrim","Cambridge Village Market (BHP Supermarket Inc.)","Cambridge","35 West Main St.","NY","12816","Corp Fund Drive-2020-2021","","Sponsorship","Check","","","","","","","No","No",
"","4453","39172","15372","25","400.00","05/20/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Mitsuo Lockrow","Cambridge Wealth Management, LLC","Cambridge","5 Washington St.  Suite 2","NY","12816","Corp Fund Drive-2015-2016","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","6870","39172","27351","51","250.00","05/04/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Mitsuo Lockrow","Cambridge Wealth Management, LLC","Cambridge","5 Washington St.  Suite 2","NY","12816","Corp Fund Drive-2018-2019","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","4410","37859","15208","25","100.00","05/05/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Erin  Armitage","Capital Tractor Inc","Greenwich","1135 RT 29","NY","12834","Corp Fund Drive-2015-2016","","Playbill Ad","Check","","","","","","","No","No",
"","6915","37859","27740","51","150.00","06/22/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Erin  Armitage","Capital Tractor Inc","Greenwich","1135 RT 29","NY","12834","Corp Fund Drive-2018-2019","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","5121","37859","18976","32","150.00","04/23/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Erin  Armitage","Capital Tractor Inc","Greenwich","1135 RT 29","NY","12834","Corp Fund Drive-2016-2017","","Playbill Ad","Check","","","","","","","No","No",
"","9002","37859","35856","67","100.00","12/15/2021","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Erin  Armitage","Capital Tractor Inc","Greenwich","1135 RT 29","NY","12834","Corp Fund Drive-2021-2022","","","Check","","","","","","","No","No",
"","7622","37859","31566","56","150.00","06/28/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Erin  Armitage","Capital Tractor Inc","Greenwich","1135 RT 29","NY","12834","Corp Fund Drive-2019-2020","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","8117","37859","33645","61","100.00","03/06/2020","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Erin  Armitage","Capital Tractor Inc","Greenwich","1135 RT 29","NY","12834","Corp Fund Drive-2020-2021","","Sponsorship","Check","","","","","","","No","No",
"","9614","37859","37730","99","100.00","12/21/2022","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Erin  Armitage","Capital Tractor Inc","Greenwich","1135 RT 29","NY","12834","Corp Fund Drive-2022-2023","","","Check","","","","","","","No","No",
"","6041","37859","23280","38","150.00","05/15/2017","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Erin  Armitage","Capital Tractor Inc","Greenwich","1135 RT 29","NY","12834","Corp Fund Drive-2017-2018","","Playbill Ad","Check","","","","","","","No","No",
"","4415","37860","15214","25","400.00","05/05/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Barbara Mazzotta","Carbone Auto Group - Bennington","Utica","5700 Horatio St","VT","13502","Corp Fund Drive-2015-2016","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","Yes",
"","5456","37860","20692","32","450.00","10/04/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Barbara Mazzotta","Carbone Auto Group - Bennington","Utica","5700 Horatio St","VT","13502","Corp Fund Drive-2016-2017","","Playbill Ad","Check","","","","","","","No","Yes",
"","3627","37860","10922","14","500.00","05/24/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Carbone Auto Group - Bennington","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","Yes",
"","3626","37860","10921","13","300.00","07/01/2012","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Carbone Auto Group - Bennington","","","","","Corp Fund Drive-2012-2013","","Playbill Ad","Check","","","","","","","No","Yes",
"","3625","37860","10920","12","300.00","07/07/2011","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Carbone Auto Group - Bennington","","","","","Corp Fund Drive-2011-2012","","Playbill Ad","Check","","","","","","","No","Yes",
"","8386","40802","34489","61","100.00","12/04/2020","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Robert Melesky","CH McNally & Son Inc. Insurance","Poughkeepsie","35 Hasbrouck Dr","NY","12603","Corp Fund Drive-2020-2021","","Sponsorship","Check","","","","","","","No","Yes",
"","6182","40802","24075","35","100.00","08/17/2017","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Robert Melesky","CH McNally & Son Inc. Insurance","Poughkeepsie","35 Hasbrouck Dr","NY","12603","Corporate Misc.Donation","","","Check","","","","","","","No","Yes",
"","9076","40802","35939","67","100.00","12/30/2021","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Robert Melesky","CH McNally & Son Inc. Insurance","Poughkeepsie","35 Hasbrouck Dr","NY","12603","Corp Fund Drive-2021-2022","","","Check","","","","","","","No","Yes",
"","11317","39220","43407","34","2500.00","05/20/2025","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Linda  Faria","Charles R. Wood Foundation","Fairfield","Foundation Source Administrator","CT","06824","Grant Request","","","Check","","","","","","","No","No",
"","4533","39220","15722","35","2000.00","06/23/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Linda  Faria","Charles R. Wood Foundation","Fairfield","Foundation Source Administrator","CT","06824","Corporate Misc.Donation","Opera","Opera Sponsorship","Check","","","","","","","No","No",
"","7538","39220","31037","59","5000.00","05/30/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Linda  Faria","Charles R. Wood Foundation","Fairfield","Foundation Source Administrator","CT","06824","Capital Campaign Match - 2019","Restrooms","Building Fund","Check","","","","","","","No","No",
"","3628","37868","10923","12","500.00","07/25/2011","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Chestnut Ridge Stable","","","","","Corp Fund Drive-2011-2012","","Playbill Ad","Check","","","","","","","No","No",
"","8439","37868","34542","61","500.00","12/09/2020","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Terry Griffin","Chestnut Ridge Stable","Cambridge","90 Cty Rt 60","NY","12816","Corp Fund Drive-2020-2021","","Sponsorship","Check","","","","","","","No","No",
"","3629","37868","10924","13","500.00","10/26/2012","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Chestnut Ridge Stable","","","","","Corp Fund Drive-2012-2013","","Playbill Ad","Check","","","","","","","No","No",
"","3630","37868","10925","14","500.00","07/23/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Chestnut Ridge Stable","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","No",
"","7637","37868","31630","56","450.00","07/11/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Terry Griffin","Chestnut Ridge Stable","Cambridge","90 Cty Rt 60","NY","12816","Corp Fund Drive-2019-2020","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","4181","37868","14215","18","500.00","04/22/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Terry Griffin","Chestnut Ridge Stable","Cambridge","90 Cty Rt 60","NY","12816","Corp Fund Drive-2014-2015","","Playbill Ad","Check","","","","","","","No","No",
"","4403","37868","15168","25","400.00","04/30/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Terry Griffin","Chestnut Ridge Stable","Cambridge","90 Cty Rt 60","NY","12816","Corp Fund Drive-2015-2016","","Playbill Ad","Check","","","","","","","No","No",
"","4418","37869","15226","25","100.00","05/06/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","China King Restaurant","Cambridge","39 W Main","NY","12816","Corp Fund Drive-2015-2016","Advertising Sponsor","Playbill Ad","Cash","","","","","","","No","Yes",
